EmployeeID,Age,Attrition,BusinessTravel,Department,JobRole,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
1366,41,No,Travel_Rarely,Research & Development,Research Scientist,6,3,Medical,3,Male,3,1,Divorced,9033,4,No,12,3,1,17,2,3,0,0,0
1367,29,Yes,Travel_Frequently,Research & Development,Research Scientist,6,3,Marketing,3,Female,5,2,Divorced,13212,0,Yes,11,4,2,11,2,3,4,0,0
1368,30,No,Travel_Frequently,Research & Development,Manufacturing Director,1,3,Technical Degree,4,Male,2,3,Single,7737,2,No,11,3,2,4,3,2,2,1,0
1369,32,Yes,Travel_Frequently,Research & Development,Research Scientist,6,4,Marketing,1,Male,2,3,Married,1868,1,No,13,3,2,14,4,3,13,1,2
1370,47,No,Travel_Rarely,Research & Development,Research Scientist,1,3,Other,1,Male,3,3,Married,7672,2,No,21,3,0,8,0,2,4,0,2
1371,37,No,Travel_Rarely,Research & Development,Research Scientist,4,3,Technical Degree,1,Male,4,3,Single,11977,1,No,11,3,1,6,5,2,2,2,2
1372,45,No,Travel_Rarely,Research & Development,Manufacturing Director,3,3,Human Resources,3,Female,3,4,Single,7841,4,No,20,3,0,18,1,4,9,1,5
1373,22,No,Travel_Rarely,Research & Development,Laboratory Technician,6,3,Life Sciences,4,Female,1,3,Single,4215,5,No,18,3,1,2,2,4,2,0,1
1374,44,No,Travel_Rarely,Sales,Sales Executive,24,4,Technical Degree,2,Female,1,2,Single,5259,2,No,11,3,0,12,3,1,9,0,0
1375,19,No,Travel_Rarely,Sales,Sales Executive,6,4,Human Resources,4,Male,2,3,Divorced,8015,4,No,12,3,0,1,4,3,1,1,1
1376,46,No,Travel_Frequently,Research & Development,Healthcare Representative,12,1,Technical Degree,3,Female,4,4,Divorced,9814,4,No,13,3,0,2,2,4,0,0,0
1377,38,No,Travel_Frequently,Research & Development,Manager,3,4,Technical Degree,4,Male,4,4,Married,12582,4,No,21,3,0,6,4,4,4,4,0
1378,47,No,Travel_Frequently,Research & Development,Healthcare Representative,7,3,Marketing,2,Female,5,4,Single,14378,6,Yes,14,3,2,11,2,3,5,0,5
1379,60,No,Travel_Frequently,Research & Development,Healthcare Representative,4,3,Other,3,Male,3,4,Divorced,11240,4,No,14,3,2,8,3,3,6,0,0
1380,45,No,Travel_Rarely,Research & Development,Laboratory Technician,11,3,Technical Degree,4,Male,3,3,Single,8730,2,No,14,3,1,6,2,3,6,3,1
1381,20,No,Travel_Frequently,Sales,Sales Executive,14,3,Human Resources,1,Male,1,4,Married,3740,4,Yes,12,4,0,2,4,4,2,0,1
1382,39,No,Travel_Rarely,Research & Development,Laboratory Technician,3,2,Life Sciences,2,Male,1,3,Married,5945,3,No,13,3,0,11,3,4,11,0,0
1383,38,No,Travel_Rarely,Sales,Sales Executive,18,3,Other,1,Male,2,3,Married,4107,2,No,16,3,0,5,3,3,3,1,1
1384,47,No,Travel_Rarely,Research & Development,Manufacturing Director,13,4,Marketing,2,Female,3,4,Married,8723,2,Yes,11,3,1,29,2,3,29,1,5
1385,42,No,Travel_Rarely,Sales,Sales Executive,10,2,Life Sciences,3,Female,2,3,Married,5019,1,No,18,3,1,4,1,4,1,0,0
1386,38,No,Travel_Rarely,Research & Development,Laboratory Technician,1,2,Other,3,Male,1,3,Married,4803,3,No,16,3,1,6,0,3,0,0,0
1387,47,No,Travel_Frequently,Sales,Sales Representative,3,1,Medical,3,Male,2,4,Single,6860,3,Yes,16,3,1,1,1,3,0,0,0
1388,34,No,Travel_Frequently,Research & Development,Healthcare Representative,7,3,Marketing,3,Female,3,2,Married,10499,4,No,11,3,0,3,2,3,0,0,0
1389,42,No,Travel_Rarely,Research & Development,Healthcare Representative,5,4,Medical,2,Male,2,2,Married,7263,4,No,11,3,0,10,1,3,0,0,0
1390,52,No,Travel_Frequently,Research & Development,Laboratory Technician,2,4,Other,4,Female,4,4,Single,12591,2,No,14,4,2,4,2,4,3,0,2
1391,39,No,Non-Travel,Research & Development,Manufacturing Director,4,3,Marketing,3,Female,2,2,Single,4874,5,No,15,4,0,5,3,3,5,0,2
1392,32,No,Travel_Rarely,Research & Development,Manufacturing Director,7,1,Medical,3,Male,1,1,Divorced,4967,4,No,16,4,2,8,3,2,5,0,0
1393,26,Yes,Non-Travel,Research & Development,Manager,1,4,Life Sciences,3,Female,3,1,Married,9489,6,Yes,15,4,1,8,3,3,3,3,0
1394,51,No,Travel_Rarely,Research & Development,Healthcare Representative,4,1,Technical Degree,2,Female,1,2,Divorced,2563,2,Yes,17,3,3,2,2,3,2,0,0
1395,50,No,Travel_Frequently,Sales,Manager,21,3,Human Resources,3,Male,3,3,Divorced,6431,4,No,21,3,0,6,2,4,6,1,6
1396,26,No,Travel_Rarely,Research & Development,Manufacturing Director,5,3,Medical,4,Female,3,4,Married,11981,1,No,13,3,2,5,2,3,1,0,1
1397,22,Yes,Travel_Rarely,Research & Development,Healthcare Representative,13,3,Marketing,2,Female,2,1,Divorced,6263,0,Yes,16,3,2,4,1,2,4,0,3
1398,35,No,Travel_Rarely,Research & Development,Healthcare Representative,3,3,Life Sciences,1,Male,2,2,Single,4641,2,No,16,3,0,1,3,3,0,0,0
1399,44,Yes,Travel_Frequently,Research & Development,Laboratory Technician,2,2,Marketing,2,Female,1,1,Married,2240,2,No,13,3,2,4,5,3,4,0,0
1400,44,Yes,Travel_Frequently,Research & Development,Manufacturing Director,13,3,Medical,3,Male,5,3,Married,12733,2,No,11,3,1,2,3,3,0,0,0
1401,35,No,Travel_Rarely,Research & Development,Manager,17,4,Technical Degree,4,Male,1,4,Single,7475,3,No,14,4,1,2,0,4,2,0,0
1402,38,No,Travel_Rarely,Research & Development,Manufacturing Director,8,3,Life Sciences,2,Male,5,4,Single,12172,3,No,11,3,1,1,3,2,1,0,1
1403,39,No,Travel_Rarely,Research & Development,Healthcare Representative,14,4,Life Sciences,1,Male,4,2,Divorced,11083,2,No,12,3,0,21,3,2,21,1,1
1404,41,No,Travel_Rarely,Sales,Manager,17,1,Human Resources,4,Male,1,4,Single,6831,3,No,14,3,0,6,3,3,6,5,4
1405,22,No,Travel_Rarely,Research & Development,Research Scientist,7,1,Other,1,Female,1,3,Single,5380,3,Yes,14,4,1,0,3,2,0,0,0
1406,36,No,Non-Travel,Research & Development,Healthcare Representative,2,4,Marketing,4,Female,4,4,Divorced,10937,2,No,23,4,1,2,4,3,0,0,0
1407,53,No,Travel_Frequently,Sales,Sales Representative,8,3,Life Sciences,3,Female,3,2,Single,8188,5,No,14,3,0,5,5,3,0,0,0
1408,36,No,Travel_Rarely,Research & Development,Research Scientist,1,1,Marketing,4,Female,1,2,Single,5081,0,No,12,3,1,3,3,4,2,2,2
1409,28,No,Travel_Rarely,Sales,Sales Executive,1,5,Human Resources,3,Female,2,4,Divorced,7239,4,No,11,4,1,4,3,2,2,0,2
1410,48,Yes,Travel_Rarely,Research & Development,Research Scientist,8,2,Life Sciences,2,Male,1,4,Married,6873,5,Yes,13,3,0,7,5,3,3,1,1
1411,37,No,Travel_Rarely,Sales,Sales Representative,16,3,Medical,3,Male,2,4,Married,8539,4,Yes,11,3,1,4,5,3,4,2,0
1412,25,Yes,Travel_Rarely,Sales,Manager,6,3,Marketing,2,Male,1,4,Single,6391,3,Yes,12,3,2,6,3,3,1,0,1
1413,34,No,Travel_Frequently,Research & Development,Manager,14,2,Medical,2,Male,2,1,Single,8173,4,No,12,3,0,1,5,3,1,1,1
1414,46,No,Travel_Rarely,Sales,Sales Executive,1,3,Human Resources,4,Female,1,1,Married,6001,3,Yes,14,4,1,1,3,3,1,0,1
1415,46,No,Travel_Rarely,Research & Development,Research Scientist,19,4,Life Sciences,4,Male,1,4,Married,1382,5,No,11,4,0,0,6,3,0,0,0
1416,34,No,Travel_Frequently,Research & Development,Manager,6,3,Human Resources,3,Female,3,4,Married,11218,3,Yes,11,3,2,2,3,1,0,0,0
1417,48,No,Travel_Rarely,Research & Development,Manager,10,4,Other,3,Male,3,2,Married,6083,2,No,14,3,1,10,2,1,9,0,3
1418,27,Yes,Travel_Frequently,Research & Development,Manufacturing Director,9,3,Life Sciences,2,Female,1,2,Divorced,4856,2,No,11,4,2,9,3,3,6,2,3
1419,30,No,Travel_Rarely,Research & Development,Manufacturing Director,1,3,Marketing,3,Male,2,4,Single,5621,6,No,12,3,3,12,3,2,12,0,3
1420,45,No,Travel_Rarely,Research & Development,Manager,1,2,Medical,4,Female,1,4,Divorced,4874,4,Yes,11,3,2,6,2,2,6,0,4
1421,37,Yes,Travel_Rarely,Research & Development,Laboratory Technician,13,4,Other,1,Male,4,1,Divorced,12789,0,Yes,11,3,2,4,6,3,0,0,0
1422,41,No,Travel_Frequently,Research & Development,Research Scientist,7,2,Life Sciences,4,Female,3,3,Single,8429,0,No,21,3,0,6,2,3,6,1,1
1423,34,No,Travel_Rarely,Sales,Sales Executive,4,4,Marketing,1,Male,1,1,Divorced,3898,3,No,14,3,1,8,1,3,1,1,1
1424,36,No,Travel_Rarely,Sales,Sales Representative,18,4,Other,4,Male,1,2,Single,5987,3,No,13,3,0,13,0,3,12,9,0
1425,44,No,Non-Travel,Sales,Sales Executive,1,4,Other,1,Male,1,1,Married,3199,2,No,11,3,0,8,4,3,2,0,0
1426,55,No,Travel_Frequently,Sales,Sales Representative,18,2,Marketing,3,Female,1,4,Married,6410,1,No,17,3,0,1,1,3,1,1,0
1427,33,No,Travel_Frequently,Human Resources,Human Resources,7,4,Human Resources,4,Male,3,3,Divorced,8950,2,Yes,12,3,0,15,1,3,15,9,0
1428,38,No,Travel_Rarely,Sales,Manager,29,3,Medical,4,Female,2,1,Divorced,6944,3,No,11,3,1,4,3,3,4,4,2
1429,32,No,Travel_Rarely,Research & Development,Research Scientist,12,1,Medical,4,Male,1,3,Divorced,3326,5,No,17,3,2,5,5,3,2,2,2
1430,36,No,Travel_Rarely,Research & Development,Manager,8,3,Life Sciences,1,Male,2,2,Divorced,10496,1,Yes,19,3,1,8,2,2,7,1,0
1431,31,No,Travel_Rarely,Sales,Sales Representative,3,2,Human Resources,1,Male,1,1,Divorced,6436,1,No,15,3,1,9,6,3,9,3,2
1432,18,No,Travel_Rarely,Research & Development,Laboratory Technician,2,3,Human Resources,2,Male,3,4,Divorced,7612,3,No,15,3,1,0,2,1,0,0,0
1433,50,No,Travel_Rarely,Sales,Manager,4,3,Life Sciences,4,Male,2,2,Single,7086,1,No,13,3,0,9,2,3,9,1,0
1434,59,No,Travel_Frequently,Research & Development,Manufacturing Director,15,4,Other,4,Female,4,3,Married,10222,7,No,12,3,3,7,5,1,4,1,0
1435,32,Yes,Travel_Frequently,Research & Development,Manufacturing Director,3,3,Technical Degree,2,Male,3,1,Single,3874,1,Yes,20,3,1,7,2,3,5,0,4
1436,49,Yes,Travel_Frequently,Sales,Manager,23,2,Other,1,Female,1,1,Married,4749,4,Yes,15,3,2,1,4,2,0,0,0
1437,28,No,Travel_Rarely,Sales,Manager,23,3,Life Sciences,3,Female,2,2,Single,7383,3,No,20,3,1,10,2,3,10,0,0
1438,25,No,Travel_Rarely,Human Resources,Human Resources,1,3,Other,3,Male,2,4,Married,6457,3,No,16,3,0,7,5,3,3,2,1
1439,35,Yes,Travel_Frequently,Human Resources,Manager,9,3,Life Sciences,1,Female,1,1,Divorced,4203,2,Yes,16,3,0,4,4,2,4,2,0
1440,32,No,Travel_Rarely,Research & Development,Research Scientist,27,1,Marketing,3,Male,2,3,Single,6279,1,No,20,3,2,2,2,3,1,1,1
1441,39,No,Travel_Rarely,Research & Development,Healthcare Representative,7,3,Medical,3,Female,3,3,Married,12368,6,No,16,3,0,11,5,2,11,0,0
1442,20,No,Travel_Frequently,Research & Development,Manufacturing Director,9,3,Other,4,Female,1,2,Married,5024,2,No,11,3,1,2,2,2,2,2,0
1443,22,No,Travel_Rarely,Sales,Sales Executive,3,3,Medical,4,Male,4,2,Married,12018,0,Yes,19,3,3,4,1,3,4,1,1
1444,39,No,Travel_Rarely,Sales,Sales Representative,1,2,Human Resources,4,Female,1,4,Married,3880,3,No,13,3,0,7,3,2,2,0,0
1445,32,No,Travel_Rarely,Sales,Manager,14,3,Human Resources,2,Male,1,2,Single,2345,4,No,13,4,1,13,3,2,0,0,0
1446,44,No,Travel_Rarely,Research & Development,Manufacturing Director,29,3,Life Sciences,1,Male,3,3,Married,8688,0,No,14,3,0,3,0,3,2,1,0
1447,33,Yes,Travel_Rarely,Research & Development,Manager,26,3,Human Resources,1,Female,3,2,Single,8710,1,Yes,18,3,1,1,4,3,0,0,0
1448,29,Yes,Travel_Rarely,Research & Development,Manufacturing Director,11,4,Technical Degree,1,Female,4,3,Divorced,8205,1,Yes,18,3,2,5,3,4,2,2,2
1449,39,Yes,Travel_Frequently,Research & Development,Manager,1,2,Marketing,3,Female,2,3,Divorced,8444,4,Yes,19,3,2,4,2,3,2,1,2
1450,37,Yes,Travel_Rarely,Research & Development,Laboratory Technician,4,4,Other,3,Female,1,1,Single,2930,1,Yes,11,3,2,8,2,3,4,2,4
1451,32,Yes,Travel_Rarely,Research & Development,Manager,4,4,Other,3,Male,1,2,Married,3793,4,Yes,16,3,1,7,0,2,5,5,1
1452,24,No,Travel_Rarely,Research & Development,Laboratory Technician,12,4,Life Sciences,4,Male,2,2,Married,7094,2,No,11,4,1,6,3,3,6,0,1
1453,21,No,Travel_Rarely,Sales,Manager,1,4,Medical,4,Male,1,1,Single,4550,2,No,21,3,0,3,1,3,3,2,0
1454,37,No,Travel_Rarely,Research & Development,Manufacturing Director,10,2,Life Sciences,3,Male,5,4,Married,13610,2,No,13,3,0,5,2,3,2,1,2
1455,38,No,Travel_Rarely,Research & Development,Laboratory Technician,3,2,Other,2,Female,1,3,Single,8446,5,No,20,3,1,5,1,4,2,2,1
1456,28,No,Travel_Rarely,Research & Development,Laboratory Technician,14,1,Human Resources,4,Female,2,3,Divorced,5646,1,No,21,3,2,3,0,3,1,0,0
1457,41,No,Travel_Rarely,Research & Development,Manager,1,2,Marketing,2,Female,1,4,Married,1009,1,No,20,3,0,0,1,3,0,0,0
1458,18,No,Travel_Rarely,Human Resources,Human Resources,25,2,Marketing,3,Male,2,1,Married,7038,3,No,18,3,2,0,2,2,0,0,0
1459,42,No,Travel_Rarely,Research & Development,Manufacturing Director,28,4,Human Resources,3,Male,1,3,Single,5341,2,No,12,3,0,4,4,3,2,0,2
1460,34,No,Travel_Rarely,Research & Development,Laboratory Technician,17,3,Human Resources,2,Male,3,4,Divorced,12302,3,Yes,18,3,0,3,3,4,2,0,2
1461,35,No,Travel_Rarely,Research & Development,Healthcare Representative,7,1,Technical Degree,3,Male,1,4,Married,4656,0,No,15,3,2,0,3,1,0,0,0
1462,19,No,Non-Travel,Sales,Sales Representative,3,1,Life Sciences,4,Female,1,4,Divorced,3942,4,No,11,3,1,1,3,4,1,1,0
1463,35,No,Travel_Rarely,Research & Development,Research Scientist,3,4,Medical,4,Male,5,3,Divorced,12362,0,No,16,4,1,16,1,2,11,0,2
1464,34,No,Travel_Rarely,Human Resources,Human Resources,12,3,Life Sciences,3,Male,2,4,Single,7522,3,Yes,14,3,0,5,4,3,4,2,1
1465,18,No,Non-Travel,Sales,Manager,5,3,Technical Degree,4,Male,3,4,Married,11934,6,No,16,3,0,0,3,3,0,0,0
1466,29,No,Travel_Rarely,Research & Development,Manufacturing Director,2,2,Technical Degree,4,Female,1,4,Single,2758,4,No,17,3,1,6,2,2,2,1,0
1467,35,No,Travel_Rarely,Research & Development,Manager,3,3,Medical,4,Male,2,4,Married,6168,1,Yes,13,4,0,3,5,3,3,0,2
1468,38,No,Travel_Rarely,Sales,Manager,4,4,Technical Degree,2,Female,1,4,Married,6315,3,No,11,3,2,3,2,3,0,0,0
1469,29,No,Travel_Rarely,Sales,Sales Executive,6,3,Other,4,Male,3,3,Married,8868,3,Yes,18,3,1,1,3,2,0,0,0
1470,44,No,Travel_Rarely,Research & Development,Research Scientist,6,3,Life Sciences,4,Male,5,2,Single,12741,5,No,18,3,1,0,3,4,0,0,0
1471,28,Yes,Travel_Rarely,Research & Development,Healthcare Representative,1,3,Human Resources,3,Female,2,2,Married,7812,4,No,13,3,0,4,6,3,1,1,0
1472,24,Yes,Non-Travel,Research & Development,Healthcare Representative,1,4,Human Resources,4,Male,1,4,Single,5231,2,Yes,11,3,0,6,3,3,6,0,0
1473,44,No,Travel_Rarely,Sales,Manager,29,3,Technical Degree,4,Female,2,3,Married,4908,3,No,11,4,0,1,5,2,1,1,1
1474,30,No,Travel_Rarely,Sales,Manager,2,1,Human Resources,2,Male,2,4,Married,7236,5,No,11,3,0,1,3,2,0,0,0
1475,44,No,Non-Travel,Research & Development,Laboratory Technician,1,4,Life Sciences,2,Female,1,2,Married,1338,5,No,11,3,2,2,2,4,2,2,1
1476,41,No,Travel_Rarely,Research & Development,Laboratory Technician,9,3,Other,1,Male,4,4,Divorced,9429,3,Yes,11,3,2,6,2,4,1,1,0
1477,40,No,Travel_Rarely,Research & Development,Laboratory Technician,6,3,Technical Degree,4,Male,3,4,Married,5390,5,No,19,3,1,11,2,3,5,0,0
1478,25,No,Travel_Rarely,Research & Development,Manager,10,1,Medical,4,Male,3,1,Single,5577,3,Yes,14,3,0,7,3,3,5,3,1
1479,20,Yes,Travel_Rarely,Research & Development,Manufacturing Director,11,4,Medical,1,Male,2,2,Single,6761,2,Yes,19,3,1,2,2,3,2,1,2
1480,30,No,Travel_Rarely,Research & Development,Healthcare Representative,1,2,Technical Degree,2,Male,1,2,Married,5192,1,No,12,3,0,3,4,3,1,1,1
1481,33,Yes,Travel_Rarely,Research & Development,Laboratory Technician,23,4,Medical,4,Male,3,2,Divorced,6102,2,Yes,15,3,0,6,0,2,6,1,6
1482,23,Yes,Travel_Rarely,Human Resources,Manager,2,4,Other,3,Male,4,4,Married,11991,2,Yes,11,3,0,5,5,4,1,1,0
1483,44,No,Travel_Rarely,Research & Development,Laboratory Technician,1,3,Medical,4,Female,3,3,Single,12256,2,No,12,3,0,12,2,2,4,4,1
1484,29,No,Travel_Frequently,Research & Development,Manufacturing Director,9,4,Technical Degree,4,Male,3,1,Single,8756,3,No,18,3,2,2,6,3,1,1,1
1485,38,No,Travel_Rarely,Sales,Manager,21,4,Medical,4,Male,1,4,Single,3762,7,Yes,14,3,0,4,4,3,4,0,4
1486,18,No,Travel_Rarely,Human Resources,Manager,24,3,Life Sciences,3,Male,1,3,Married,5939,2,No,11,3,0,0,2,3,0,0,0
1487,52,No,Travel_Frequently,Research & Development,Healthcare Representative,17,2,Human Resources,1,Male,2,1,Married,7682,1,Yes,17,3,3,3,2,2,2,0,1
1488,34,No,Travel_Rarely,Research & Development,Laboratory Technician,14,1,Technical Degree,4,Male,3,3,Divorced,8064,1,Yes,14,3,0,11,1,2,9,1,4
1489,33,Yes,Travel_Frequently,Sales,Manager,1,2,Human Resources,3,Male,1,2,Divorced,7095,2,Yes,15,3,2,4,2,3,0,0,0
1490,36,No,Travel_Rarely,Sales,Manager,18,1,Life Sciences,3,Female,1,1,Single,6791,2,Yes,18,3,1,12,1,3,8,0,8
1491,36,No,Travel_Rarely,Sales,Sales Executive,12,4,Life Sciences,4,Female,3,3,Married,11749,5,Yes,11,4,0,0,5,3,0,0,0
1492,41,No,Travel_Rarely,Human Resources,Manager,29,2,Medical,1,Female,1,4,Married,3481,1,No,13,3,0,12,0,3,11,0,3
1493,24,No,Travel_Rarely,Research & Development,Manager,1,4,Marketing,1,Male,5,3,Married,14490,4,No,15,3,0,6,3,3,3,0,3
1494,34,Yes,Travel_Rarely,Sales,Sales Executive,18,3,Human Resources,3,Male,1,4,Divorced,2809,4,Yes,11,4,0,7,3,3,0,0,0
1495,18,No,Travel_Rarely,Sales,Manager,2,1,Technical Degree,1,Female,3,3,Single,6821,4,No,13,3,3,0,4,2,0,0,0
1496,53,Yes,Travel_Rarely,Research & Development,Laboratory Technician,1,1,Other,3,Female,3,4,Single,9617,0,No,15,3,0,3,2,3,1,1,1
1497,37,Yes,Travel_Frequently,Research & Development,Laboratory Technician,12,1,Marketing,1,Female,1,4,Married,5077,2,No,12,3,2,2,2,2,1,1,1
1498,47,No,Travel_Rarely,Research & Development,Healthcare Representative,13,2,Other,4,Female,2,4,Single,7290,3,No,11,3,0,14,4,3,13,0,0
1499,44,No,Travel_Frequently,Sales,Sales Representative,2,3,Other,1,Female,1,2,Single,8024,3,Yes,14,3,0,4,5,3,0,0,0
1500,40,No,Travel_Rarely,Sales,Sales Representative,5,2,Life Sciences,1,Male,2,3,Single,13053,3,No,11,3,0,4,2,3,4,4,0
1501,40,Yes,Travel_Rarely,Sales,Sales Executive,1,4,Medical,3,Female,1,3,Married,5565,0,No,21,3,1,6,2,2,0,0,0
1502,19,Yes,Travel_Rarely,Sales,Manager,7,1,Technical Degree,4,Male,3,2,Single,7361,3,Yes,15,3,1,1,3,2,1,0,1
1503,60,Yes,Travel_Rarely,Research & Development,Healthcare Representative,5,4,Human Resources,4,Female,1,2,Single,1473,2,No,14,3,1,6,0,2,6,6,0
1504,30,No,Travel_Rarely,Sales,Manager,10,3,Medical,1,Male,1,3,Married,4566,3,No,13,3,1,7,2,3,5,0,2
1505,36,Yes,Travel_Rarely,Sales,Manager,4,4,Marketing,4,Male,2,4,Married,6696,1,Yes,13,4,0,7,0,4,5,4,5
1506,33,Yes,Travel_Rarely,Sales,Manager,18,3,Human Resources,3,Male,5,3,Single,15132,2,No,11,3,0,2,1,3,0,0,0
1507,31,No,Travel_Frequently,Sales,Sales Representative,1,5,Life Sciences,2,Female,2,4,Married,10702,1,Yes,20,3,1,13,1,4,10,5,3
1508,44,No,Travel_Rarely,Research & Development,Manager,20,3,Life Sciences,4,Male,2,4,Single,7733,2,No,13,4,1,8,4,2,6,0,6
1509,35,No,Travel_Rarely,Sales,Sales Representative,15,4,Marketing,4,Female,4,2,Single,9853,2,No,19,3,0,11,2,1,8,1,1
1510,46,No,Travel_Rarely,Research & Development,Research Scientist,16,3,Medical,2,Male,1,2,Married,5036,0,Yes,11,3,0,19,4,2,19,2,0
1511,51,No,Travel_Rarely,Sales,Sales Executive,11,4,Life Sciences,4,Female,1,1,Single,2684,5,Yes,13,3,0,4,3,1,2,2,2
1512,36,No,Travel_Frequently,Sales,Manager,29,1,Medical,3,Female,2,1,Divorced,6673,1,Yes,11,3,0,2,2,2,0,0,0
1513,40,No,Travel_Frequently,Sales,Manager,23,2,Life Sciences,3,Female,1,4,Divorced,5943,1,No,16,4,2,7,3,2,7,1,4
1514,48,No,Non-Travel,Sales,Sales Executive,9,1,Life Sciences,3,Female,1,4,Married,2878,2,No,14,3,1,22,3,2,20,0,0
1515,34,No,Travel_Rarely,Sales,Sales Representative,1,3,Human Resources,4,Female,1,1,Married,3239,4,No,14,4,0,9,5,4,7,2,3
1516,34,No,Travel_Frequently,Sales,Manager,1,2,Other,4,Male,3,4,Married,10189,3,Yes,14,3,1,4,2,4,2,1,0
1517,31,Yes,Travel_Rarely,Research & Development,Manufacturing Director,3,4,Life Sciences,3,Female,3,2,Single,9660,3,Yes,17,4,0,5,3,2,1,0,0
1518,38,No,Travel_Rarely,Sales,Sales Representative,1,2,Marketing,1,Male,1,4,Single,3696,4,No,11,3,1,15,2,3,9,0,1
1519,40,No,Travel_Rarely,Research & Development,Laboratory Technician,9,3,Life Sciences,4,Male,1,1,Married,1009,2,No,11,3,0,5,2,4,4,1,1
1520,44,No,Travel_Rarely,Research & Development,Healthcare Representative,5,4,Life Sciences,1,Female,1,1,Married,4272,1,Yes,14,3,2,8,6,2,6,0,1
1521,35,No,Travel_Rarely,Research & Development,Laboratory Technician,3,4,Technical Degree,2,Male,2,1,Married,5170,2,No,14,3,2,7,5,3,1,0,1
1522,50,No,Non-Travel,Research & Development,Healthcare Representative,1,3,Medical,3,Female,1,1,Single,6170,2,No,21,3,1,5,2,2,2,0,2
1523,39,No,Travel_Rarely,Research & Development,Manager,5,4,Human Resources,3,Female,5,3,Married,10828,2,No,16,3,0,2,4,2,2,2,2
1524,25,No,Travel_Rarely,Sales,Manager,18,2,Human Resources,4,Male,3,1,Divorced,8251,2,No,11,3,1,7,5,2,7,1,7
1525,23,No,Travel_Rarely,Sales,Sales Representative,2,1,Other,4,Male,3,4,Divorced,6797,2,No,17,3,1,5,3,3,5,1,5
1526,60,No,Travel_Rarely,Human Resources,Manager,1,4,Technical Degree,3,Female,1,4,Married,1321,7,No,12,3,2,19,5,2,16,1,0
1527,37,Yes,Travel_Frequently,Research & Development,Research Scientist,6,3,Other,3,Female,2,4,Single,5963,9,No,11,4,0,4,2,2,2,2,2
1528,30,No,Travel_Rarely,Sales,Sales Executive,4,2,Technical Degree,4,Male,1,4,Single,4882,4,No,12,3,1,3,4,4,1,0,1
1529,30,No,Travel_Rarely,Research & Development,Manager,10,2,Technical Degree,3,Female,4,4,Married,8565,3,No,13,3,0,0,3,3,0,0,0
1530,43,No,Travel_Rarely,Sales,Sales Executive,1,1,Technical Degree,3,Male,2,4,Married,6017,2,No,17,3,0,6,1,3,6,3,6
1531,32,No,Travel_Rarely,Sales,Sales Executive,4,4,Other,1,Male,5,3,Single,14457,2,No,11,3,1,7,2,4,4,1,0
1532,32,No,Travel_Rarely,Sales,Sales Executive,1,2,Marketing,4,Male,2,3,Divorced,7394,6,Yes,13,3,1,4,3,3,3,0,0
1533,33,No,Travel_Rarely,Research & Development,Healthcare Representative,2,2,Other,1,Female,1,2,Divorced,6587,2,Yes,15,3,0,8,2,4,7,1,7
1534,22,No,Travel_Rarely,Research & Development,Manager,3,2,Technical Degree,4,Female,1,3,Divorced,7707,2,No,22,3,0,4,3,3,4,1,2
1535,32,No,Travel_Rarely,Research & Development,Healthcare Representative,1,4,Other,2,Female,3,3,Single,6553,1,Yes,14,3,1,7,1,3,7,2,3
1536,36,No,Travel_Rarely,Research & Development,Research Scientist,2,3,Life Sciences,4,Male,4,1,Divorced,13159,2,No,11,3,1,3,2,2,1,1,0
1537,42,Yes,Travel_Rarely,Sales,Sales Executive,9,1,Medical,3,Male,1,3,Married,2969,0,No,13,3,2,3,2,3,0,0,0
1538,34,No,Travel_Rarely,Research & Development,Research Scientist,6,1,Marketing,2,Male,1,3,Married,6599,2,Yes,15,3,1,2,5,2,2,1,2
1539,30,Yes,Travel_Rarely,Research & Development,Manager,18,1,Medical,3,Male,1,1,Single,4604,1,No,11,3,2,2,3,3,1,1,1
1540,35,No,Travel_Rarely,Sales,Sales Representative,11,4,Life Sciences,4,Female,2,3,Divorced,9276,3,No,19,3,0,15,2,4,15,0,3
1541,49,No,Travel_Rarely,Research & Development,Research Scientist,4,4,Medical,3,Male,3,4,Married,7809,4,No,12,3,3,3,1,2,3,1,0
1542,37,Yes,Travel_Rarely,Research & Development,Healthcare Representative,1,3,Other,4,Female,1,4,Single,1324,4,Yes,17,3,0,5,4,1,1,0,0
1543,35,No,Travel_Rarely,Sales,Sales Executive,14,3,Other,2,Female,4,2,Married,11928,5,Yes,14,3,0,14,2,2,10,0,7
1544,45,Yes,Travel_Rarely,Research & Development,Manager,14,4,Technical Degree,3,Male,3,1,Single,10248,6,Yes,15,3,0,17,2,2,8,0,7
1545,27,No,Travel_Rarely,Sales,Sales Representative,3,4,Technical Degree,3,Female,1,2,Divorced,5369,4,No,11,3,2,3,2,3,2,0,2
1546,35,Yes,Travel_Frequently,Sales,Sales Executive,3,3,Technical Degree,2,Female,1,3,Single,6510,3,No,11,3,2,4,2,3,2,1,0
